kabupaten,luas_panen,produktivitas,produksi,tahun,curah_hujan_rataan,curah_hujan_total,suhu_rataan,suhu_maksimum,suhu_minimum,kelembapan_rataan
tangerang,435.58,62.17,2708.06,2024,7.239849726775956,5299.57,27.251898907103826,29.42,24.21,83.02439890710383
cilegon,1809.05,53.07,9599.79,2024,7.253524590163934,2654.79,27.985054644808745,29.29,26.61,81.3444262295082
serang,11010.11,53.49,58898.59,2024,7.253524590163934,5309.58,27.985054644808745,29.29,26.61,81.3444262295082
pandeglang,105490.0,52.42,552983.0,2025,8.849561643835617,3230.09,27.571972602739727,29.03,26.22,83.00602739726028
lebak,88819.0,47.62,422943.0,2025,7.991863013698631,2917.03,25.823123287671233,27.28,24.31,86.63213698630138
tangerang,58298.0,52.8,307816.0,2025,8.003027397260274,5842.21,26.72890410958904,29.07,24.31,84.7664794520548
serang,79503.0,52.8,419792.0,2025,8.283369863013698,6046.86,27.444410958904108,28.65,26.18,83.40972602739726
tangerang,164.0,62.36,1025.0,2025,8.003027397260274,5842.21,26.72890410958904,29.07,24.31,84.7664794520548
cilegon,1664.0,50.57,8413.0,2025,8.283369863013698,3023.43,27.444410958904108,28.65,26.18,83.40972602739726
serang,11482.0,53.17,61045.0,2025,8.283369863013698,6046.86,27.444410958904108,28.65,26.18,83.40972602739726
bengkulu selatan,12.53,44.0,55.559,2018,10.087260273972602,3681.85,24.61158904109589,26.55,22.84,86.29090410958904
rejang lebong,5.451,45.0,24.418,2018,8.561808219178083,3125.06,23.118986301369866,24.54,20.89,89.47745205479453
bengkulu utara,5.224,40.0,20.785,2018,8.286301369863013,3024.5,23.487013698630136,25.19,21.03,88.50101369863013
kaur,8.246,40.0,32.764,2018,6.985342465753425,2549.65,23.318301369863015,24.96,21.52,87.25169863013699
seluma,13.316,39.0,52.245,2018,9.773671232876712,3567.39,25.836438356164383,27.62,24.06,85.86630136986301
mukomuko,5.571,56.0,31.469,2018,7.3268219178082195,2674.29,24.860958904109587,26.57,22.6,87.07005479452054
lebong,8.456,49.0,41.113,2018,7.707068493150684,2813.08,23.140136986301368,24.84,20.44,89.08545205479452
kepahiang,3.94,45.0,17.611,2018,8.561808219178083,3125.06,23.118986301369866,24.54,20.89,89.47745205479453
bengkulu tengah,2.125,37.0,7.941,2018,8.561808219178083,3125.06,23.118986301369866,24.54,20.89,89.47745205479453
bengkulu,1.033,47.0,4.905,2018,9.773671232876712,3567.39,25.836438356164383,27.62,24.06,85.86630136986301
bengkulu selatan,13.748,42.0,57.159,2019,8.088575342465754,2952.33,24.829369863013696,26.6,22.42,84.22980821917808
rejang lebong,5.568,50.0,28.018,2019,5.954520547945206,2173.4,23.598383561643836,25.61,20.49,86.90983561643836
bengkulu utara,5.897,44.0,25.992,2019,6.42345205479452,2344.56,23.82035616438356,25.34,20.61,87.22049315068493
kaur,6.572,40.0,26.004,2019,6.029150684931507,2200.64,24.025178082191783,26.65,21.44,82.77383561643836
seluma,11.85,38.0,44.508,2019,6.795260273972603,2480.27,26.059506849315067,27.77,23.55,83.90928767123287
mukomuko,4.408,55.0,24.21,2019,7.016712328767123,2561.1,25.05427397260274,26.87,21.95,86.88095890410959
lebong,9.444,62.0,58.244,2019,5.901397260273972,2154.0099999999998,23.539616438356163,25.08,21.12,87.5485205479452
kepahiang,3.937,50.0,19.856,2019,5.954520547945206,2173.4,23.598383561643836,25.61,20.49,86.90983561643836
bengkulu tengah,2.025,37.0,7.525,2019,5.954520547945206,2173.4,23.598383561643836,25.61,20.49,86.90983561643836
bengkulu,957.0,52.0,4.957,2019,6.795260273972603,2480.27,26.059506849315067,27.77,23.55,83.90928767123287
bengkulu selatan,13.662,44.0,59.492,2020,12.904262295081967,4722.96,25.0379781420765,26.9,23.08,85.71601092896175
rejang lebong,5.182,53.0,27.428,2020,10.56655737704918,3867.36,23.469153005464477,25.08,21.13,89.13300546448087
bengkulu utara,5.111,46.0,23.367,2020,9.203005464480874,3368.3,23.88158469945355,25.73,21.05,87.48103825136613
kaur,7.525,40.0,30.209,2020,9.465409836065573,3464.34,23.53153005464481,25.05,21.45,88.67278688524591
seluma,11.629,38.0,43.758,2020,11.404918032786885,4174.2,26.309071038251368,28.27,24.33,84.82158469945355
mukomuko,6.323,59.0,37.105,2020,7.8775956284153,2883.2,25.2848087431694,27.28,22.28,85.96775956284154
lebong,8.222,51.0,41.898,2020,9.34795081967213,3421.35,23.41002732240437,25.01,21.02,89.16273224043717
kepahiang,3.479,47.0,16.27,2020,10.56655737704918,3867.36,23.469153005464477,25.08,21.13,89.13300546448087
bengkulu tengah,1.787,40.0,7.061,2020,10.56655737704918,3867.36,23.469153005464477,25.08,21.13,89.13300546448087
bengkulu,1.217,51.0,6.246,2020,11.404918032786885,4174.2,26.309071038251368,28.27,24.33,84.82158469945355
bengkulu selatan,12.085,48.0,58.495,2021,11.797205479452053,4305.98,24.746246575342465,26.85,22.88,86.04695890410959
rejang lebong,5.407,52.0,28.068,2021,9.217506849315068,3364.39,23.17967123287671,24.71,21.01,89.47654794520548
bengkulu utara,3.649,43.0,15.701,2021,8.405561643835616,3068.03,23.533726027397257,25.45,21.35,88.13013698630137
kaur,5.426,43.0,23.38,2021,8.42945205479452,3076.75,23.330219178082192,24.73,21.53,88.48035616438356
seluma,11.382,43.0,49.274,2021,10.541287671232878,3847.57,25.952164383561644,27.85,24.24,85.33736986301369
mukomuko,3.753,56.0,20.945,2021,7.625479452054795,2783.3,24.936931506849312,26.49,22.7,86.34756164383562
lebong,7.83,61.0,47.659,2021,8.402657534246575,3066.97,23.200849315068492,24.51,21.04,89.36964383561643
kepahiang,3.127,46.0,14.365,2021,9.217506849315068,3364.39,23.17967123287671,24.71,21.01,89.47654794520548
bengkulu tengah,1.828,39.0,7.098,2021,9.217506849315068,3364.39,23.17967123287671,24.71,21.01,89.47654794520548
bengkulu,1.218,50.0,6.132,2021,10.541287671232878,3847.57,25.952164383561644,27.85,24.24,85.33736986301369
bengkulu selatan,10.625,47.0,50.238,2022,11.788876712328767,4302.94,24.512328767123286,26.59,22.79,86.7053698630137
rejang lebong,7.739,46.0,35.899,2022,10.744712328767124,3921.82,23.077479452054796,24.98,21.57,89.52380821917808
bengkulu utara,4.091,48.0,19.728,2022,8.586684931506849,3134.14,23.38024657534247,25.24,21.65,88.20169863013699
kaur,5.123,47.0,24.208,2022,8.321205479452056,3037.2400000000002,23.265561643835618,25.13,21.5,88.466
seluma,10.75,41.0,43.588,2022,11.978438356164384,4372.13,25.767890410958906,27.98,24.24,85.8398904109589
mukomuko,5.469,57.0,31.371,2022,6.251616438356165,2281.84,24.856054794520546,26.69,23.23,85.94350684931507
lebong,7.746,65.0,50.511,2022,8.871643835616439,3238.15,23.204219178082194,24.92,21.51,88.79243835616438
kepahiang,3.09,49.0,14.986,2022,10.744712328767124,3921.82,23.077479452054796,24.98,21.57,89.52380821917808
bengkulu tengah,1.328,40.0,5.271,2022,10.744712328767124,3921.82,23.077479452054796,24.98,21.57,89.52380821917808
bengkulu,1.191,49.0,5.81,2022,11.978438356164384,4372.13,25.767890410958906,27.98,24.24,85.8398904109589
bengkulu selatan,10.771,47.0,50.249,2023,7.701315068493151,2810.98,24.792410958904107,26.96,23.15,86.46586301369864
rejang lebong,7.511,49.0,36.889,2023,5.496520547945206,2006.23,23.647287671232878,25.59,21.58,88.1638904109589
bengkulu utara,4.12,47.0,19.184,2023,6.008712328767123,2193.18,23.828958904109587,25.6,21.96,88.27328767123288
kaur,6.354,41.0,26.239,2023,5.906520547945206,2155.88,23.919890410958903,26.59,21.79,85.75293150684931
seluma,9.583,45.0,43.234,2023,6.1678356164383565,2251.26,25.968164383561643,28.12,23.89,86.00523287671233
mukomuko,4.749,57.0,26.984,2023,6.125397260273973,2235.77,25.054301369863012,27.03,23.23,87.5028493150685
lebong,7.585,60.0,45.413,2023,5.441561643835617,1986.17,23.70953424657534,25.41,21.68,88.01849315068493
kepahiang,3.83,50.0,19.066,2023,5.496520547945206,2006.23,23.647287671232878,25.59,21.58,88.1638904109589
bengkulu tengah,1.213,40.0,4.818,2023,5.496520547945206,2006.23,23.647287671232878,25.59,21.58,88.1638904109589
bengkulu,1.088,48.0,5.235,2023,6.1678356164383565,2251.26,25.968164383561643,28.12,23.89,86.00523287671233
bengkulu selatan,9.849,45.0,44.297,2024,12.860163934426229,4706.82,25.41825136612022,27.51,23.41,86.07948087431694
rejang lebong,6.107,47.0,28.617,2024,10.144508196721311,3712.89,24.00237704918033,25.91,21.91,88.92158469945355
bengkulu utara,3.334,44.0,14.597,2024,8.755300546448087,3204.44,24.330437158469948,25.96,21.99,88.23849726775957
kaur,6.541,43.0,28.343,2024,8.41672131147541,3080.52,24.200327868852458,26.36,22.23,86.8377868852459
seluma,9.979,44.0,44.287,2024,11.554562841530055,4228.97,26.704125683060106,28.65,24.77,85.11166666666666
mukomuko,4.928,58.0,28.495,2024,8.039508196721311,2942.46,25.67795081967213,27.77,23.39,87.0275956284153
lebong,9.496,62.0,59.331,2024,8.82863387978142,3231.2799999999997,23.976530054644808,25.68,21.62,88.8925956284153
kepahiang,3.971,46.0,18.223,2024,10.144508196721311,3712.89,24.00237704918033,25.91,21.91,88.92158469945355
bengkulu tengah,815.0,36.0,2.973,2024,10.144508196721311,3712.89,24.00237704918033,25.91,21.91,88.92158469945355
bengkulu,755.0,49.0,3.694,2024,11.554562841530055,4228.97,26.704125683060106,28.65,24.77,85.11166666666666
yogyakarta,26.02,55.66,144.82,2018,5.40668493150685,1973.44,25.85304109589041,27.7,23.12,81.45161643835617
yogyakarta,20.77,51.82,107.62,2019,4.585260273972603,1673.62,26.072109589041094,29.14,23.31,80.13997260273973
yogyakarta,12.98,52.71,68.42,2020,8.007295081967213,2930.67,26.202540983606553,28.16,23.26,84.66306010928962
yogyakarta,5.9,52.88,31.2,2021,7.827342465753425,2856.98,25.973835616438357,27.7,24.17,85.01350684931506
yogyakarta,8.26,52.17,43.09,2022,7.383616438356165,2695.02,25.933397260273974,27.85,23.21,85.81383561643835
yogyakarta,7.08,50.96,36.08,2023,5.094849315068493,1859.6200000000001,25.916986301369864,28.88,23.2,82.92323287671233
yogyakarta,11.43,51.0,58.29,2024,7.042677595628415,2577.62,26.435300546448087,28.16,23.35,84.7558743169399
yogyakarta,16.0,53.96,88.0,2025,8.12068493150685,2964.05,26.16421917808219,27.89,23.34,85.63580821917809
jakarta timur,33.92,59.49,201.8,2018,4.989369863013699,1821.12,27.477534246575342,29.7,25.65,79.9591506849315
jakarta barat,30.69,62.17,190.8,2018,4.989369863013699,1821.12,27.477534246575342,29.7,25.65,79.9591506849315
jakarta timur,41.91,59.42,249.01,2019,5.160356164383561,1883.53,27.712986301369863,29.44,25.44,78.86860273972603
jakarta barat,27.27,59.49,162.22,2019,5.160356164383561,1883.53,27.712986301369863,29.44,25.44,78.86860273972603
jakarta timur,29.11,57.45,167.25,2020,7.359098360655738,2693.43,27.565573770491802,28.76,26.16,83.05136612021857
jakarta barat,93.67,54.66,511.97,2020,7.359098360655738,2693.43,27.565573770491802,28.76,26.16,83.05136612021857
jakarta timur,37.93,57.67,218.75,2021,8.079972602739726,2949.19,27.32682191780822,28.97,25.7,83.24717808219178
jakarta barat,42.39,61.57,260.98,2021,8.079972602739726,2949.19,27.32682191780822,28.97,25.7,83.24717808219178
jakarta timur,33.54,55.88,187.41,2022,6.431972602739727,2347.67,27.28150684931507,28.77,26.04,83.11435616438357
jakarta barat,37.85,47.88,181.21,2022,6.431972602739727,2347.67,27.28150684931507,28.77,26.04,83.11435616438357
jakarta timur,45.4,55.32,251.17,2023,4.450712328767123,1624.51,27.81345205479452,30.04,25.48,80.01761643835617
jakarta barat,36.33,50.74,184.35,2023,4.450712328767123,1624.51,27.81345205479452,30.04,25.48,80.01761643835617
jakarta timur,28.31,56.05,158.68,2024,6.552841530054645,2398.34,28.13549180327869,29.42,26.27,81.25718579234973
jakarta barat,27.25,51.65,140.75,2024,6.552841530054645,2398.34,28.13549180327869,29.42,26.27,81.25718579234973
jakarta timur,25.0,54.81,137.0,2025,8.014191780821918,2925.18,27.63468493150685,29.07,26.13,82.90082191780822
jakarta barat,55.0,54.8,300.0,2025,8.014191780821918,2925.18,27.63468493150685,29.07,26.13,82.90082191780822
bogor,61617.01,56.59,348683.62,2018,5.707780821917809,4166.68,24.854684931506846,27.04,22.15,83.70443835616437
sukabumi,102963.67,51.07,525859.03,2018,6.907383561643836,5042.39,24.800821917808218,27.63,20.39,85.01616438356164
cianjur,124685.4,55.88,696725.99,2018,7.183095890410959,2621.83,23.740246575342468,25.5,20.39,86.36101369863013
bandung,54427.68,57.85,314869.16,2018,7.6656438356164385,5595.92,21.35978082191781,23.12,17.9,87.62654794520547
garut,80402.15,55.92,449584.54,2018,6.3249589041095895,2308.61,22.581917808219178,24.5,18.78,86.76093150684932
tasikmalaya,88756.44,57.47,510048.82,2018,9.185369863013698,6705.32,23.54813698630137,25.54,19.63,88.81024657534248
ciamis,55153.36,57.33,316212.98,2018,9.185369863013698,3352.66,23.54813698630137,25.54,19.63,88.81024657534248
kuningan,51501.89,61.05,314443.94,2018,5.342191780821918,1949.9,24.858246575342466,27.27,20.95,84.46501369863013
cirebon,98981.65,55.82,552564.77,2018,5.523602739726027,4032.23,26.38141095890411,29.79,20.95,80.76083561643836
majalengka,90247.5,61.41,554231.74,2018,6.3249589041095895,2308.61,22.581917808219178,24.5,18.78,86.76093150684932
sumedang,58924.49,56.09,330508.46,2018,6.3249589041095895,2308.61,22.581917808219178,24.5,18.78,86.76093150684932
indramayu,238107.56,59.42,1414730.62,2018,5.7409041095890405,2095.43,26.645479452054797,29.56,23.81,79.09183561643836
subang,173693.25,57.05,990994.87,2018,5.792493150684932,2114.26,25.429726027397262,28.29,22.5,82.04339726027398
purwakarta,32959.22,53.79,177276.3,2018,5.792493150684932,2114.26,25.429726027397262,28.29,22.5,82.04339726027398
karawang,199474.94,56.83,1133671.33,2018,5.792493150684932,2114.26,25.429726027397262,28.29,22.5,82.04339726027398
bekasi,109811.31,49.63,544986.21,2018,5.348575342465754,3904.46,26.166109589041092,29.7,22.15,81.83179452054794
bandung barat,31641.73,54.02,170934.99,2018,7.6656438356164385,2797.96,21.35978082191781,23.12,17.9,87.62654794520547
pangandaran,34218.69,56.81,194398.08,2018,5.960328767123287,2175.52,25.045068493150687,26.93,21.36,86.02364383561644
bogor,81.81,51.38,420.38,2018,5.707780821917809,4166.68,24.854684931506846,27.04,22.15,83.70443835616437
sukabumi,2566.25,56.26,14436.5,2018,6.907383561643836,5042.39,24.800821917808218,27.63,20.39,85.01616438356164
bandung,1375.64,59.93,8244.51,2018,7.6656438356164385,5595.92,21.35978082191781,23.12,17.9,87.62654794520547
cirebon,348.55,50.72,1767.92,2018,5.523602739726027,4032.23,26.38141095890411,29.79,20.95,80.76083561643836
bekasi,441.34,55.73,2459.63,2018,5.348575342465754,3904.46,26.166109589041092,29.7,22.15,81.83179452054794
depok,62.67,56.97,357.06,2018,5.707780821917809,2083.34,24.854684931506846,27.04,22.15,83.70443835616437
cimahi,70.95,55.51,393.82,2018,7.6656438356164385,2797.96,21.35978082191781,23.12,17.9,87.62654794520547
tasikmalaya,9096.45,51.61,46943.05,2018,9.185369863013698,6705.32,23.54813698630137,25.54,19.63,88.81024657534248
banjar,5642.21,56.02,31610.43,2018,6.971287671232877,5089.04,25.78382191780822,28.96,21.36,85.22253424657534
bogor,54987.79,55.99,307860.89,2019,5.790657534246575,4227.18,25.20117808219178,27.65,22.33,81.90191780821918
sukabumi,93377.51,50.2,468764.28,2019,6.478986301369863,4729.66,24.879315068493153,27.84,19.97,84.22357534246575
cianjur,117909.06,54.43,641804.29,2019,7.092876712328767,2588.9,23.95895890410959,26.02,19.97,84.95134246575343
bandung,56310.25,61.13,344214.39,2019,7.521068493150685,5490.38,21.619205479452056,24.06,18.09,86.05961643835616
garut,80397.63,55.9,449395.01,2019,6.478219178082193,2364.55,22.802767123287673,25.48,19.08,85.61572602739726
tasikmalaya,83365.36,52.93,441241.69,2019,9.092712328767124,6637.68,23.66032876712329,26.25,19.55,88.1538904109589
ciamis,51209.15,54.04,276734.07,2019,9.092712328767124,3318.84,23.66032876712329,26.25,19.55,88.1538904109589
kuningan,44201.18,49.76,219953.32,2019,5.506904109589041,2010.02,25.148712328767125,28.55,21.29,82.9498904109589
cirebon,87700.59,57.31,502574.97,2019,5.6142739726027395,4098.42,26.60994520547945,29.8,21.29,79.49912328767124
majalengka,94996.45,60.21,572005.83,2019,6.478219178082193,2364.55,22.802767123287673,25.48,19.08,85.61572602739726
sumedang,56438.9,53.63,302668.85,2019,6.478219178082193,2364.55,22.802767123287673,25.48,19.08,85.61572602739726
indramayu,215731.12,63.8,1376429.68,2019,5.859205479452055,2138.61,26.912356164383564,29.85,24.23,77.43671232876713
subang,156298.5,60.33,942932.04,2019,5.83890410958904,2131.2,25.741178082191784,28.33,22.9,80.18934246575343
purwakarta,26452.65,54.37,143820.03,2019,5.83890410958904,2131.2,25.741178082191784,28.33,22.9,80.18934246575343
karawang,185806.99,60.16,1117813.97,2019,5.83890410958904,2131.2,25.741178082191784,28.33,22.9,80.18934246575343
bekasi,97749.45,56.23,549639.74,2019,5.475506849315068,3997.12,26.45708219178082,29.44,22.33,80.3852602739726
bandung barat,29184.27,54.48,158988.38,2019,7.521068493150685,2745.19,21.619205479452056,24.06,18.09,86.05961643835616
pangandaran,29858.96,58.47,174597.02,2019,5.529123287671233,2018.13,25.189123287671233,28.12,21.35,85.41961643835616
bogor,62.29,48.85,304.28,2019,5.790657534246575,4227.18,25.20117808219178,27.65,22.33,81.90191780821918
sukabumi,2391.05,63.17,15103.37,2019,6.478986301369863,4729.66,24.879315068493153,27.84,19.97,84.22357534246575
bandung,1214.88,60.23,7317.23,2019,7.521068493150685,5490.38,21.619205479452056,24.06,18.09,86.05961643835616
cirebon,231.11,47.2,1090.79,2019,5.6142739726027395,4098.42,26.60994520547945,29.8,21.29,79.49912328767124
bekasi,518.27,58.76,3045.2,2019,5.475506849315068,3997.12,26.45708219178082,29.44,22.33,80.3852602739726
depok,84.99,54.72,465.03,2019,5.790657534246575,2113.59,25.20117808219178,27.65,22.33,81.90191780821918
cimahi,70.93,57.32,406.54,2019,7.521068493150685,2745.19,21.619205479452056,24.06,18.09,86.05961643835616
tasikmalaya,7231.25,51.22,37041.64,2019,9.092712328767124,6637.68,23.66032876712329,26.25,19.55,88.1538904109589
banjar,5055.12,56.86,28744.69,2019,5.780698630136986,4219.91,26.07012328767123,30.22,21.35,83.55787671232876
bogor,55692.05,53.68,298974.65,2020,8.310081967213115,6082.9800000000005,25.02598360655738,26.54,23.18,86.91445355191256
sukabumi,93371.47,55.85,521459.25,2020,10.151161202185792,7430.65,25.287062841530055,27.9,21.25,86.75605191256831
cianjur,113856.46,54.72,622992.32,2020,10.301229508196721,3770.25,24.195464480874318,25.92,21.25,88.41601092896174
bandung,50150.32,55.27,277156.28,2020,11.33292349726776,8295.7,21.808169398907104,23.46,18.39,89.92691256830601
garut,77873.41,54.56,424913.9,2020,10.193387978142077,3730.78,23.107841530054642,24.84,19.19,88.97565573770491
tasikmalaya,72941.41,60.92,444358.24,2020,16.22002732240437,11873.06,24.294289617486335,26.55,20.48,90.02259562841529
ciamis,52925.2,53.43,282791.46,2020,16.22002732240437,5936.53,24.294289617486335,26.55,20.48,90.02259562841529
kuningan,45785.65,60.57,277317.9,2020,9.668415300546448,3538.64,25.24136612021858,27.02,21.55,87.37079234972677
cirebon,83233.39,59.72,497080.1,2020,9.46266393442623,6926.67,26.69035519125683,29.58,21.55,83.4842349726776
majalengka,98037.63,57.77,566334.48,2020,10.193387978142077,3730.78,23.107841530054642,24.84,19.19,88.97565573770491
sumedang,55892.07,54.96,307178.0,2020,10.193387978142077,3730.78,23.107841530054642,24.84,19.19,88.97565573770491
indramayu,226626.09,60.16,1363311.87,2020,9.206284153005464,3369.5,26.785601092896176,28.19,24.2,82.86284153005464
subang,169416.08,57.3,970759.74,2020,8.401448087431694,3074.93,25.62636612021858,27.05,23.43,85.15939890710382
purwakarta,30315.68,52.76,159957.49,2020,8.401448087431694,3074.93,25.62636612021858,27.05,23.43,85.15939890710382
karawang,181915.22,59.8,1087873.9,2020,8.401448087431694,3074.93,25.62636612021858,27.05,23.43,85.15939890710382
bekasi,103171.69,48.86,504103.31,2020,7.834590163934426,5734.92,26.29577868852459,28.76,23.18,84.98290983606557
bandung barat,29196.89,56.39,164640.49,2020,11.33292349726776,4147.85,21.808169398907104,23.46,18.39,89.92691256830601
pangandaran,29313.07,52.87,154982.57,2020,11.586775956284153,4240.76,25.639972677595626,28.15,22.12,88.09434426229508
bogor,33.32,45.7,152.26,2020,8.310081967213115,6082.9800000000005,25.02598360655738,26.54,23.18,86.91445355191256
sukabumi,2335.74,62.22,14532.67,2020,10.151161202185792,7430.65,25.287062841530055,27.9,21.25,86.75605191256831
